Slug,Nome do Produto,Descrição Bruta,URL da Imagem,Descrição Limpa
pingente-plaquinha-arredondada-nome,Pingente Plaquinha Personalizada Arredondada &#8211; Nome,"<ul>
<li>Pingente Plaquinha Personalizada Arredondada &#8211; Nome</li>
<li>Prata 925</li>
<li>Tamanho: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/12/WhatsApp-Image-2023-12-01-at-18.29.40.jpeg,Pingente Plaquinha Personalizada Arredondada &#8211; Nome Prata 925 Tamanho: 15mm &nbsp;
cordao-borboleta-vazada,Cordão Borboleta Vazada,"<ul>
<li>Colar Borboleta Vazada</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 45 cm</li>
<li>Borboleta – 20mm de largura, 15mm de altura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_170144765_iOS-scaled.jpg,"Colar Borboleta Vazada Prata 925 Corrente Veneziana – Tamanho 45 cm Borboleta – 20mm de largura, 15mm de altura &nbsp;"
cordao-coracao-vazado,Cordão Coração Vazado,"<ul>
<li>Cordão Coração Vazado</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 45 cm</li>
<li>Pingente Fixo</li>
<li>Coração – 8mm de Largura, 8mm de Altura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_165808126_iOS-scaled.jpg,"Cordão Coração Vazado Prata 925 Corrente Veneziana – Tamanho 45 cm Pingente Fixo Coração – 8mm de Largura, 8mm de Altura &nbsp;"
pingente-foto-polaroid,Pingente Foto Polaroid,"<ul>
<li>Pingente Foto Polaroid</li>
<li>Prata 925</li>
<li>Tamanho: 18mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2024/04/foto-polaroide.jpg,Pingente Foto Polaroid Prata 925 Tamanho: 18mm &nbsp;
pingente-fotografia,Pingente Fotografia,"<ul>
<li>Pingente Fotografia</li>
<li>Pingente feito a partir de uma fotografia enviada por você.</li>
<li>Todos os modelos sao 18mm</li>
<li>Prata 925</li>
<li><em><strong>MUITO IMPORTANTE A FOTO ANEXADA TER UMA BOA QUALIDADE!</strong></em></li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-01-at-17.50.45.jpeg,Pingente Fotografia Pingente feito a partir de uma fotografia enviada por você. Todos os modelos sao 18mm Prata 925 MUITO IMPORTANTE A FOTO ANEXADA TER UMA BOA QUALIDADE! &nbsp;
pingente-duplo-manuscrito-personalizado-com-coracao,Pingente Duplo Manuscrito Personalizado Com Coração,"<ul>
<li>Pingente Duplo Manuscrito Personalizado Com Coração</li>
<li>Prata 925</li>
<li>Tamanho dos pingentes: 25mm x 0,6cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/07/26e17e77-01d6-4994-89bc-79a13ceeeb0d.jpg,"Pingente Duplo Manuscrito Personalizado Com Coração Prata 925 Tamanho dos pingentes: 25mm x 0,6cm &nbsp;"
pingente-coracao-riscado,Pingente Coração Riscado,"<ul>
<li>Pingente Coração Riscado</li>
<li>Prata 925</li>
<li>Tamanho: 18mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-28-at-16.41.31.jpeg,Pingente Coração Riscado Prata 925 Tamanho: 18mm &nbsp;
pingente-plaquinha-nome-filho-unico,Pingente Plaquinha Nome + Filho Único ,"<ul>
<li>Pingente Plaquinha Nome + Filho Único</li>
<li>Prata 925</li>
<li>Tamanho da Plaquinha &#8211; 1,5cm x 0,5cm</li>
<li>Tamanho do Pingente &#8211; 12mm</li>
</ul>
<p><em>SELECIONE QUAL CRIANÇA VOCÊ ESCOLHE E ESCREVA QUAL NOME QUER NA SUA PLAQUINHA.</em></p>
<p><strong>PREÇO SUGERIDO PARA VENDA: R$ 99,00</strong></p>
",https://useupvix.com.br/wp-content/uploads/2024/02/Imagem-do-WhatsApp-de-2024-02-21-as-16.28.00_b83f2105-2.jpg,"Pingente Plaquinha Nome + Filho Único Prata 925 Tamanho da Plaquinha &#8211; 1,5cm x 0,5cm Tamanho do Pingente &#8211; 12mm SELECIONE QUAL CRIANÇA VOCÊ ESCOLHE E ESCREVA QUAL NOME QUER NA SUA PLAQUINHA. PREÇO SUGERIDO PARA VENDA: R$ 99,00"
pingente-medalha-coracaozinho,Pingente Medalha &#8211; Coraçãozinho,"<ul>
<li>Pingente Medalha &#8211; Coraçãozinho</li>
<li>Prata 925</li>
<li>Tamanho: 7mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/12/thumbnail_BB5D37B3-197E-48C7-855B-5C5A82FBD817.jpg,Pingente Medalha &#8211; Coraçãozinho Prata 925 Tamanho: 7mm &nbsp;
pingente-personalizado-pingente-mandala-coracao-vazada,Pingente Personalizado &#8211; Mandala Coração Vazada,"<ul>
<li>Pingente Personalizado &#8211; Mandala Coração Vazada</li>
<li>Prata 925</li>
<li>Mandala &#8211; 20mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/12/EFC3302B-BE2D-4AF6-BEE0-653A6D179637-scaled.jpeg,Pingente Personalizado &#8211; Mandala Coração Vazada Prata 925 Mandala &#8211; 20mm &nbsp;
escapulario-livrai-me-de-todo-o-mal-amem,"Escapulário &#8220;Livrai-me De Todo o Mal, Amém!&#8221;","<ul>
<li>Escapulário &#8220;Livrai-me De Todo o Mal, Amém!&#8221;</li>
<li>Prata 925</li>
<li>Tamanho dos Pingente &#8211; 15mm</li>
<li>Tamanho da Corrente &#8211; 60cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2024/03/Imagem-do-WhatsApp-de-2024-03-18-as-17.54.01_266decd5.jpg,"Escapulário &#8220;Livrai-me De Todo o Mal, Amém!&#8221; Prata 925 Tamanho dos Pingente &#8211; 15mm Tamanho da Corrente &#8211; 60cm &nbsp;"
escapulario-das-minhas-cicatrizes-nasceram-asas,Escapulário &#8220;Das minhas cicatrizes nasceram asas&#8221;,"<ul>
<li>Escapulário &#8220;Das minhas cicatrizes nasceram asas&#8221;</li>
<li>Prata 925</li>
<li>Corrente Veneziana &#8211; 60cm</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/11/F5224D60-8F14-461F-902A-E9BD61AB38DD-scaled.jpeg,Escapulário &#8220;Das minhas cicatrizes nasceram asas&#8221; Prata 925 Corrente Veneziana &#8211; 60cm Medalha 15mm &nbsp; &nbsp;
pingente-personalizado-nome-data-coracaozinho,Pingente Personalizado &#8211; Nome + Data + Coraçãozinho,"<ul>
<li>Pingente Personalizado &#8211; Nome + Data + Coraçãozinho</li>
<li>Prata 925</li>
<li>Medalha maior &#8211; 15mm</li>
<li>Medalha menor &#8211; 7mm</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/12/WhatsApp-Image-2022-12-31-at-15.56.40.jpeg,Pingente Personalizado &#8211; Nome + Data + Coraçãozinho Prata 925 Medalha maior &#8211; 15mm Medalha menor &#8211; 7mm &nbsp; &nbsp;
colar-onca-de-coracao,Colar Onça de Coração,"<ul>
<li>Colar Onça de Coração</li>
<li>Prata 925</li>
<li>Corrente Veneziana &#8211; 45 cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/12/87214F58-E179-4579-A442-A2913C2BB6E1-scaled.jpeg,Colar Onça de Coração Prata 925 Corrente Veneziana &#8211; 45 cm &nbsp;
colar-coracao-recortado,Colar Coração Recortado,"<ul>
<li>Colar Coração Recortado</li>
<li>Prata 925</li>
<li>Corrente Veneziana  &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/12/FA57DAE0-15F8-48F6-B022-8D7D0102F91B-1-scaled.jpeg,Colar Coração Recortado Prata 925 Corrente Veneziana &#8211; 45cm &nbsp;
pingente-time,Pingente Time,"<ul>
<li>Pingente Time</li>
<li>Prata 925</li>
<li>Tamanho &#8211; 17mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2024/02/WhatsApp-Image-2024-02-28-at-16.16.26.jpeg,Pingente Time Prata 925 Tamanho &#8211; 17mm &nbsp;
pingente-personalizado-plaquinha-manuscrita,Pingente Personalizado &#8211; Plaquinha Manuscrita,"<ul>
<li>Pingente Personalizado &#8211; Plaquinha Manuscrita</li>
<li>Prata 925</li>
<li>Tamanho: 2cm</li>
</ul>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-24-at-16.12.23.jpeg,Pingente Personalizado &#8211; Plaquinha Manuscrita Prata 925 Tamanho: 2cm &nbsp; &nbsp; &nbsp; &nbsp;
cordao-borboleta-recortada,Cordão Borboleta Recortada,"<ul>
<li>Colar Borboleta Recortada</li>
<li>Prata 925</li>
<li>Corrente Veneziana &#8211; 45cm</li>
<li>Pingente fixo</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_175124660_iOS-scaled.jpg,Colar Borboleta Recortada Prata 925 Corrente Veneziana &#8211; 45cm Pingente fixo &nbsp;
colar-neoqeav-letrinha-7mm,Colar NEOQEAV + Letrinha 7mm,"<ul>
<li>Colar NEOQEAV + Letrinha 7mm</li>
<li>Prata 925</li>
<li>Medalha maior &#8211; 15mm</li>
<li>Medalha menor &#8211; 7mm</li>
<li>Corrente Veneziana &#8211; 45cm</li>
<li>Significado &#8221; Nunca esqueça o quanto eu amo você&#8221;</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-24-at-16.11.24.jpeg,Colar NEOQEAV + Letrinha 7mm Prata 925 Medalha maior &#8211; 15mm Medalha menor &#8211; 7mm Corrente Veneziana &#8211; 45cm Significado &#8221; Nunca esqueça o quanto eu amo você&#8221; &nbsp;
escapulario-elementos-sol-lua,Escapulário Elementos &#8211; Sol e Lua,"<ul>
<li>Escapulário Elementos &#8211; Sol e Lua</li>
<li>Medalha 15mm</li>
<li>Veneziana  &#8211; 60cm</li>
<li>Prata 925</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/11/thumbnail_6DBCECEA-1349-45D1-ABA6-DE937FA058C0.jpg,Escapulário Elementos &#8211; Sol e Lua Medalha 15mm Veneziana &#8211; 60cm Prata 925 &nbsp;
pingente-seja-forte-e-corajosa,Pingente &#8220;Seja forte e corajosa&#8221;,"<ul>
<li>Pingente &#8220;Seja forte e corajosa&#8221;</li>
<li>Medalha &#8211; 15mm</li>
<li>Prata 925</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/11/Imagem-do-WhatsApp-de-2024-06-10-as-13.20.28_a2951f53.jpg,Pingente &#8220;Seja forte e corajosa&#8221; Medalha &#8211; 15mm Prata 925 &nbsp;
pingente-coracao-nome,Pingente Coração + Nome,"<ul>
<li>Pingente Coração + Nome</li>
<li>Prata 925</li>
<li>Tamanho do pingente &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2024/06/Imagem-do-WhatsApp-de-2024-06-14-as-15.43.54_38e1287c.jpg,Pingente Coração + Nome Prata 925 Tamanho do pingente &#8211; 15mm &nbsp;
plaquinha-personalizada-inicias-coracao-vazado,Plaquinha Personalizada &#8211; Inicias + Coração Vazado,"<ul>
<li>Plaquinha Personalizada &#8211; Inicias + Coração Vazado</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 14mm x 10mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2024/06/WhatsApp-Image-2024-06-20-at-15.18.19-3.jpeg,Plaquinha Personalizada &#8211; Inicias + Coração Vazado Prata 925 Tamanho do Pingente &#8211; 14mm x 10mm &nbsp;
pingente-abraco-gatinho,Pingente Abraço Gatinho,"<ul>
<li>Pingente Abraço Gatinho</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p><strong>SUGESTÃO DE PREÇO DE VENDA: </strong>R$69,90</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_171226975_iOS-scaled.jpg,"Pingente Abraço Gatinho Prata 925 Medalha &#8211; 15mm SUGESTÃO DE PREÇO DE VENDA: R$69,90"
pingente-abraco-cachorrinho,Pingente Abraço Cachorrinho,"<ul>
<li>Pingente Abraço Cachorrinho</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172150068_iOS-scaled.jpg,Pingente Abraço Cachorrinho Prata 925 Medalha &#8211; 15mm &nbsp;
colar-profissao,Colar Profissão,"<ul>
<li>Colar Profissão</li>
<li>Prata 925</li>
<li>Tamanho dos pingentes &#8211; 1,5cm</li>
<li>Corrente veneziana</li>
<li>Tamanho da corrente &#8211; 45cm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2023/07/E4D04550-F65A-46A9-938F-C929C882E7DA-scaled.jpeg,"Colar Profissão Prata 925 Tamanho dos pingentes &#8211; 1,5cm Corrente veneziana Tamanho da corrente &#8211; 45cm &nbsp;"
pingente-vinho,Pingente Vinho (Tim-Tim),"<ul>
<li>Pingente Vinho</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/Imagem-do-WhatsApp-de-2024-07-08-as-11.49.40_6a3bf988.jpg,Pingente Vinho Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-cervejinha,Pingente Cervejinha (Tim-Tim),"<ul>
<li>Pingente Cervejinha</li>
<li>Prata 925</li>
<li>Tam: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172635628_iOS-scaled.jpg,Pingente Cervejinha Prata 925 Tam: 15mm &nbsp;
pingente-cafezinho,Pingente Cafezinho (Tim-Tim),"<ul>
<li>Pingente Cafezinho</li>
<li>Prata 925</li>
<li>15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221007_172750518_iOS-scaled.jpg,Pingente Cafezinho Prata 925 15mm &nbsp;
berloque-seja-forte-e-corajosa,Berloque Seja Forte e Corajosa,"<ul>
<li>Berloque Seja Forte e Corajosa</li>
<li>Prata 925</li>
<li>Tamanho do Pingente &#8211; 13mm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2023/12/7E55A2CD-463E-4154-A0FF-22282831D6BA.jpeg,Berloque Seja Forte e Corajosa Prata 925 Tamanho do Pingente &#8211; 13mm
berloque-mandala-personalizada,Berloque Mandala Personalizada,"<ul>
<li>Berloque Mandala Personalizada</li>
<li>Prata 925</li>
<li>Tamanho do pingente &#8211; 13mm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2023/12/8BF6BD52-25E7-4ADF-8483-D0DC8520DF7F-scaled.jpeg,Berloque Mandala Personalizada Prata 925 Tamanho do pingente &#8211; 13mm
pingente-lua-com-detalhes-vazados,Pingente Lua com Detalhes Vazados,"<ul>
<li>Pingente Lua com Detalhes Vazados</li>
<li>Prata 925</li>
<li>Tamanho do pingente: 2cm</li>
</ul>
<p><strong>PREÇO SUGERIDO DE VENDA: </strong>R$ 69,00</p>
",https://useupvix.com.br/wp-content/uploads/2023/05/LUA-C-DETALHES-VAZADOS.jpg,"Pingente Lua com Detalhes Vazados Prata 925 Tamanho do pingente: 2cm PREÇO SUGERIDO DE VENDA: R$ 69,00"
pingente-personalizado-patinha-vazada-nome,Pingente Personalizado &#8211; Patinha Vazada + Nome,"<ul>
<li>Pingente Personalizado &#8211; Patinha Vazada + Nome</li>
<li>Prata 925</li>
<li>Tamanho da Medalha &#8211; 16mm</li>
</ul>
<p><strong>PREÇO SUGERIDO PARA VENDA: R$ 109,90</strong></p>
",https://useupvix.com.br/wp-content/uploads/2024/06/Imagem-do-WhatsApp-de-2024-06-14-as-15.43.52_e65b0f8c.jpg,"Pingente Personalizado &#8211; Patinha Vazada + Nome Prata 925 Tamanho da Medalha &#8211; 16mm PREÇO SUGERIDO PARA VENDA: R$ 109,90"
pingente-smile,Pingente Smile,"<ul>
<li>Pingente Smile</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_172010174_iOS-scaled.jpg,Pingente Smile Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-dream,Pingente Dream,"<ul>
<li>Pingente Dream</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_171828931_iOS-scaled.jpg,Pingente Dream Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-hope,Pingente Hope,"<ul>
<li>Pingente Hope</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_172138441_iOS-scaled.jpg,Pingente Hope Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-believe-in-yourself,Pingente Believe in Yourself,"<ul>
<li>Pingente Believe in Yourself</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_190049787_iOS-scaled.jpg,Pingente Believe in Yourself Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-raio,Pingente Raio,"<ul>
<li>Pingente Raio</li>
<li>Prata 925</li>
<li>Raio: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_191604187_iOS-scaled.jpg,Pingente Raio Prata 925 Raio: 15mm &nbsp;
pingente-fases-da-lua,Pingente Fases da Lua,"<ul>
<li>Pingente Fases da Lua</li>
<li>Prata 925</li>
<li>Pingente &#8211; 30mm de altura, 8mm de largura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_190430223_iOS-scaled.jpg,"Pingente Fases da Lua Prata 925 Pingente &#8211; 30mm de altura, 8mm de largura &nbsp;"
pingente-triangulo-preenchido,Pingente Triângulo Preenchido,"<ul>
<li>Pingente Triângulo Preenchido</li>
<li>Prata 925</li>
<li>Tam: 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_174316727_iOS-1-scaled.jpg,Pingente Triângulo Preenchido Prata 925 Tam: 15mm &nbsp;
pingente-estrela-vazada,Pingente Estrela Vazada,"<ul>
<li>Pingente Estrela Vazada</li>
<li>Prata 925</li>
<li>Estrela &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/6FA330FD-C358-4E7B-AF4C-7F000F6AE32A-scaled.jpeg,Pingente Estrela Vazada Prata 925 Estrela &#8211; 15mm &nbsp;
pingente-estrela-preenchida,Pingente Estrela Preenchida,"<ul>
<li>Pingente Estrela Preenchida</li>
<li>Prata 925</li>
<li>Estrela &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/E1808AC0-FE7B-4CBC-BB9C-BECB67E31A31-scaled.jpeg,Pingente Estrela Preenchida Prata 925 Estrela &#8211; 15mm &nbsp;
pingente-crucifixo,Pingente Crucifixo,"<ul>
<li>Pingente Crucifixo</li>
<li>Prata 925</li>
<li>Cruz &#8211; 15mm de Altura, 10mm de Largura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_192240415_iOS-scaled.jpg,"Pingente Crucifixo Prata 925 Cruz &#8211; 15mm de Altura, 10mm de Largura &nbsp;"
pingente-onda-vazada,Pingente Onda Vazada,"<ul>
<li>Pingente Onda Vazada</li>
<li>Prata 925</li>
<li>Medalha 15 mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/D9692A34-D20D-49EE-8A30-93F571F5632A-scaled.jpeg,Pingente Onda Vazada Prata 925 Medalha 15 mm &nbsp;
pingente-tartaruguinha-brilho,Pingente Tartaruguinha + Brilho,"<ul>
<li>Pingente Tartaruguinha + Brilho</li>
<li>Prata 925</li>
<li>Medalha 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/AF819755-9FA4-49C5-B011-8297EBFC667F-scaled.jpeg,Pingente Tartaruguinha + Brilho Prata 925 Medalha 15mm &nbsp;
pingente-dona-de-mim,Pingente Dona de Mim,"<ul>
<li>Pingente Dona de Mim</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_182338560_iOS-scaled.jpg,Pingente Dona de Mim Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-rabo-de-sereia,Pingente Rabo de Sereia,"<ul>
<li>Pingente Rabo de Sereia</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_180208881_iOS-scaled.jpg,Pingente Rabo de Sereia Prata 925 Medalha &#8211; 15mm
pingente-lua-slim,Pingente Lua Slim,"<ul>
<li>Pingente Lua Slim</li>
<li>Prata 925</li>
<li>Lua &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_175810363_iOS-scaled.jpg,Pingente Lua Slim Prata 925 Lua &#8211; 15mm &nbsp;
cordao-placa-quadrada-lua-vazada,Cordão Placa Quadrada &#8211; Lua Vazada,"<ul>
<li>Colar Placa Quadrada &#8211; Lua Vazada</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 45 cm</li>
<li>Placa &#8211; 15mm x 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_195547507_iOS-scaled.jpg,Colar Placa Quadrada &#8211; Lua Vazada Prata 925 Corrente Veneziana – Tamanho 45 cm Placa &#8211; 15mm x 15mm &nbsp;
pingente-medalha-anjinho,Pingente Medalha Anjinho,"<ul>
<li>Pingente Medalha Anjinho</li>
<li>Prata 925</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_180405467_iOS-scaled.jpg,Pingente Medalha Anjinho Prata 925 Medalha &#8211; 15mm &nbsp;
pingente-plaquinha-vertical-divino-coracao,Pingente Plaquinha Vertical Divino + Coração,"<ul>
<li>Pingente Plaquinha Vertical Divino + Coração</li>
<li>Prata 925</li>
<li>Plaquinha: 30mm de Altura, 0,9cm de Largura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_180011716_iOS-scaled.jpg,"Pingente Plaquinha Vertical Divino + Coração Prata 925 Plaquinha: 30mm de Altura, 0,9cm de Largura &nbsp;"
cordao-medalha-coracao-vazado,Cordão Medalha Coração Vazado,"<ul>
<li>Colar Medalha Coração Vazado</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 45 cm</li>
<li>Medalha Coração &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_200054533_iOS-scaled.jpg,Colar Medalha Coração Vazado Prata 925 Corrente Veneziana – Tamanho 45 cm Medalha Coração &#8211; 15mm &nbsp;
cordao-coracao-preenchido,Cordão Coração Preenchido,"<ul>
<li>Colar Coração Preenchido</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 45 cm</li>
<li>Coração – 8mm de Largura, 8mm de Altura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_170008077_iOS-scaled.jpg,"Colar Coração Preenchido Prata 925 Corrente Veneziana – Tamanho 45 cm Coração – 8mm de Largura, 8mm de Altura &nbsp;"
cordao-divino,Cordão Divino,"<ul>
<li>Colar Divino</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 45 cm</li>
<li>Pingente Fixo</li>
<li>Medalha &#8211; 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_200757146_iOS-scaled.jpg,Colar Divino Prata 925 Corrente Veneziana – Tamanho 45 cm Pingente Fixo Medalha &#8211; 15mm &nbsp;
escapulario-coracao-preenchido-e-vazado,Escapulário Coração preenchido e vazado,"<ul>
<li>Escapulário Coração preenchido e vazado</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 60 cm</li>
<li>Coração &#8211; 8mm de Largura, 8mm de Altura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/20221006_165136164_iOS-scaled.jpg,"Escapulário Coração preenchido e vazado Prata 925 Corrente Veneziana – Tamanho 60 cm Coração &#8211; 8mm de Largura, 8mm de Altura &nbsp;"
escapulario-coracao-cartinha,Escapulário Coração Cartinha,"<ul>
<li>Escapulário Coração Cartinha</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 60 cm</li>
<li>Plaquinha &#8211; 9mm de Largura, 12mm de Altura</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/IMG_4660-scaled.jpg,"Escapulário Coração Cartinha Prata 925 Corrente Veneziana – Tamanho 60 cm Plaquinha &#8211; 9mm de Largura, 12mm de Altura &nbsp;"
escapulario-love-coracao-vazado,Escapulário Love + coração vazado,"<ul>
<li>Escapulário Love + coração vazado</li>
<li>Prata 925</li>
<li>Corrente Veneziana  – Tamanho 60 cm</li>
<li>Medalha – 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/IMG_4607-scaled.jpg,Escapulário Love + coração vazado Prata 925 Corrente Veneziana – Tamanho 60 cm Medalha – 15mm &nbsp;
escapulario-permita-se-florescer,Escapulário Permita-se Florescer,"<ul>
<li>Escapulário Permita-se Florescer</li>
<li>Prata 925</li>
<li>Corrente Veneziana – Tamanho 60 cm</li>
<li>Medalha – 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/IMG_4517-scaled.jpg,Escapulário Permita-se Florescer Prata 925 Corrente Veneziana – Tamanho 60 cm Medalha – 15mm &nbsp;
escapulario-sol-mar-sal-legado,"Escapulário Sol, Mar, Sal","<ul>
<li>Escapulário Sol, Mar, Sal</li>
<li>Prata 925</li>
<li>Corrente Veneziana  – Tamanho 60 cm</li>
<li>Medalha – 15mm</li>
</ul>
<p>&nbsp;</p>
",https://useupvix.com.br/wp-content/uploads/2022/10/49CABCAF-A28F-46EC-BF32-09F10D0D4D04-scaled.jpeg,"Escapulário Sol, Mar, Sal Prata 925 Corrente Veneziana – Tamanho 60 cm Medalha – 15mm &nbsp;"
